date,employee_id,employee_name,role,department,sales_count,sales_value,customer_satisfaction,attendance,productivity_score
2024-11-08,20,Emma Robinson,Warehouse Associate,Warehouse,0,0,4.1,1.0,70.1
2024-11-08,10,Ethan Garcia,Administrative Assistant,Administration,0,0,3.8,1.0,89.5
2024-11-08,19,James Miller,Marketing Specialist,Marketing,5,2620,4.5,1.0,90.2
2024-11-08,5,Benjamin Garcia,Sales Manager,Sales,8,5600,4.3,1.0,98.0
2024-11-08,18,Isabella Williams,Sales Associate,Sales,19,5510,3.8,1.0,74.0
2024-11-08,17,Isabella White,Administrative Assistant,Administration,5,3620,3.8,1.0,74.0
2024-11-08,16,Emma Taylor,Customer Service Manager,Customer Service,4,3000,5.0,1.0,66.0
2024-11-08,8,Isabella Miller,Warehouse Manager,Warehouse,1,156,3.7,1.0,85.8
2024-11-08,2,Alexander Martin,Receptionist,Administration,4,3364,4.5,1.0,76.7
2024-11-08,11,Sophia Brown,Marketing Coordinator,Marketing,0,0,3.6,1.0,62.9
2024-11-08,13,Olivia Moore,Customer Service Manager,Customer Service,1,160,3.1,1.0,66.2
2024-11-08,14,Ethan White,Warehouse Associate,Warehouse,5,1845,4.2,1.0,88.7
2024-11-08,9,Charlotte White,Administrative Assistant,Administration,1,288,4.9,1.0,92.8
2024-11-08,15,William Thompson,Office Manager,Administration,0,0,4.1,1.0,71.3
2024-11-09,13,Olivia Moore,Customer Service Manager,Customer Service,0,0,4.0,1.0,81.8
2024-11-09,1,John Williams,Sales Representative,Sales,3,2646,4.4,1.0,97.5
2024-11-09,8,Isabella Miller,Warehouse Manager,Warehouse,1,949,4.0,1.0,60.7
2024-11-09,11,Sophia Brown,Marketing Coordinator,Marketing,1,434,4.4,1.0,61.4
2024-11-09,4,Isabella Garcia,Shipping Coordinator,Warehouse,2,1568,4.1,1.0,81.1
2024-11-09,12,John Davis,Office Manager,Administration,2,922,4.1,1.0,68.1
2024-11-09,5,Benjamin Garcia,Sales Manager,Sales,3,2145,4.9,1.0,78.4
2024-11-09,19,James Miller,Marketing Specialist,Marketing,1,312,3.5,1.0,63.4
2024-11-09,7,Benjamin Garcia,Support Specialist,Customer Service,5,890,3.8,1.0,77.5
2024-11-09,20,Emma Robinson,Warehouse Associate,Warehouse,2,250,4.5,1.0,64.7
2024-11-09,6,Evelyn Brown,Digital Marketer,Marketing,3,348,3.7,1.0,70.1
2024-11-09,9,Charlotte White,Administrative Assistant,Administration,5,2465,3.4,1.0,66.1
2024-11-09,14,Ethan White,Warehouse Associate,Warehouse,1,781,3.2,1.0,70.5
2024-11-09,16,Emma Taylor,Customer Service Manager,Customer Service,2,1914,4.1,1.0,70.6
2024-11-09,3,Mia Wilson,Marketing Coordinator,Marketing,2,1618,3.4,1.0,97.6
2024-11-09,2,Alexander Martin,Receptionist,Administration,1,806,4.6,1.0,84.5
2024-11-10,11,Sophia Brown,Marketing Coordinator,Marketing,0,0,4.1,1.0,99.5
2024-11-10,6,Evelyn Brown,Digital Marketer,Marketing,1,850,3.4,1.0,94.1
2024-11-10,15,William Thompson,Office Manager,Administration,0,0,4.3,1.0,92.6
2024-11-10,16,Emma Taylor,Customer Service Manager,Customer Service,5,1815,5.0,1.0,93.9
2024-11-10,8,Isabella Miller,Warehouse Manager,Warehouse,1,378,4.8,1.0,70.7
2024-11-10,12,John Davis,Office Manager,Administration,1,853,3.2,1.0,61.4
2024-11-10,19,James Miller,Marketing Specialist,Marketing,5,1565,4.8,1.0,69.6
2024-11-10,5,Benjamin Garcia,Sales Manager,Sales,20,17340,4.5,1.0,68.2
2024-11-10,20,Emma Robinson,Warehouse Associate,Warehouse,5,3020,3.5,1.0,64.4
2024-11-10,7,Benjamin Garcia,Support Specialist,Customer Service,2,242,4.8,1.0,70.0
2024-11-10,1,John Williams,Sales Representative,Sales,3,1926,4.3,1.0,60.4
2024-11-10,14,Ethan White,Warehouse Associate,Warehouse,1,354,4.4,1.0,80.8
2024-11-10,9,Charlotte White,Administrative Assistant,Administration,5,3300,3.4,1.0,81.3
2024-11-11,9,Charlotte White,Administrative Assistant,Administration,1,549,3.1,1.0,96.4
2024-11-11,4,Isabella Garcia,Shipping Coordinator,Warehouse,3,2154,4.6,1.0,68.4
2024-11-11,2,Alexander Martin,Receptionist,Administration,1,290,4.0,1.0,88.1
2024-11-11,5,Benjamin Garcia,Sales Manager,Sales,20,18280,4.4,1.0,69.5
2024-11-11,3,Mia Wilson,Marketing Coordinator,Marketing,4,3380,3.6,1.0,86.4
2024-11-11,17,Isabella White,Administrative Assistant,Administration,2,1240,4.9,1.0,82.1
2024-11-11,13,Olivia Moore,Customer Service Manager,Customer Service,3,1488,4.1,1.0,94.2
2024-11-11,11,Sophia Brown,Marketing Coordinator,Marketing,2,1700,4.2,1.0,97.2
2024-11-11,6,Evelyn Brown,Digital Marketer,Marketing,0,0,3.2,1.0,94.6
2024-11-11,19,James Miller,Marketing Specialist,Marketing,5,1830,4.5,1.0,62.0
2024-11-11,15,William Thompson,Office Manager,Administration,1,840,4.2,1.0,85.0
2024-11-11,14,Ethan White,Warehouse Associate,Warehouse,0,0,3.5,1.0,75.7
2024-11-11,1,John Williams,Sales Representative,Sales,14,7686,4.1,1.0,97.8
2024-11-12,7,Benjamin Garcia,Support Specialist,Customer Service,1,635,3.8,1.0,89.6
2024-11-12,3,Mia Wilson,Marketing Coordinator,Marketing,5,4950,4.8,1.0,98.8
2024-11-12,10,Ethan Garcia,Administrative Assistant,Administration,4,1004,4.0,1.0,77.0
2024-11-12,4,Isabella Garcia,Shipping Coordinator,Warehouse,4,812,3.5,1.0,68.5
2024-11-12,8,Isabella Miller,Warehouse Manager,Warehouse,3,2169,4.1,1.0,88.6
2024-11-12,17,Isabella White,Administrative Assistant,Administration,5,2490,4.9,1.0,84.6
2024-11-12,15,William Thompson,Office Manager,Administration,1,185,3.9,1.0,80.7
2024-11-12,20,Emma Robinson,Warehouse Associate,Warehouse,5,4120,3.2,1.0,73.4
2024-11-12,2,Alexander Martin,Receptionist,Administration,4,592,4.7,1.0,73.0
2024-11-12,19,James Miller,Marketing Specialist,Marketing,2,440,4.3,1.0,93.4
2024-11-12,1,John Williams,Sales Representative,Sales,7,1554,3.8,1.0,72.2
2024-11-12,5,Benjamin Garcia,Sales Manager,Sales,14,7476,4.2,1.0,97.9
2024-11-12,13,Olivia Moore,Customer Service Manager,Customer Service,5,1805,3.4,1.0,74.6
2024-11-12,11,Sophia Brown,Marketing Coordinator,Marketing,5,3955,3.5,1.0,98.4
2024-11-12,14,Ethan White,Warehouse Associate,Warehouse,5,3955,5.0,1.0,96.0
2024-11-12,16,Emma Taylor,Customer Service Manager,Customer Service,0,0,4.6,1.0,68.7
2024-11-12,18,Isabella Williams,Sales Associate,Sales,17,5712,4.8,1.0,61.8
2024-11-12,9,Charlotte White,Administrative Assistant,Administration,1,705,3.3,1.0,61.8
2024-11-12,12,John Davis,Office Manager,Administration,5,875,4.7,1.0,62.5
2024-11-13,7,Benjamin Garcia,Support Specialist,Customer Service,1,144,3.4,1.0,73.0
2024-11-13,20,Emma Robinson,Warehouse Associate,Warehouse,0,0,3.3,1.0,86.3
2024-11-13,17,Isabella White,Administrative Assistant,Administration,1,186,3.9,1.0,91.4
2024-11-13,6,Evelyn Brown,Digital Marketer,Marketing,4,492,3.8,1.0,81.5
2024-11-13,8,Isabella Miller,Warehouse Manager,Warehouse,5,4885,3.1,1.0,80.3
2024-11-13,18,Isabella Williams,Sales Associate,Sales,4,2208,4.6,1.0,84.5
2024-11-13,13,Olivia Moore,Customer Service Manager,Customer Service,4,2276,4.3,1.0,60.5
2024-11-13,15,William Thompson,Office Manager,Administration,5,595,3.1,1.0,85.1
2024-11-13,4,Isabella Garcia,Shipping Coordinator,Warehouse,1,913,3.2,1.0,91.9
2024-11-13,12,John Davis,Office Manager,Administration,3,2643,3.2,1.0,79.2
2024-11-13,16,Emma Taylor,Customer Service Manager,Customer Service,2,1586,4.7,1.0,80.5
2024-11-13,14,Ethan White,Warehouse Associate,Warehouse,2,644,4.3,1.0,88.2
2024-11-13,5,Benjamin Garcia,Sales Manager,Sales,13,12623,4.0,1.0,72.0
2024-11-13,1,John Williams,Sales Representative,Sales,5,2655,3.8,1.0,99.5
2024-11-13,10,Ethan Garcia,Administrative Assistant,Administration,5,2760,3.2,1.0,64.7
2024-11-13,11,Sophia Brown,Marketing Coordinator,Marketing,0,0,3.5,1.0,84.9
2024-11-13,9,Charlotte White,Administrative Assistant,Administration,3,516,4.6,1.0,88.3
2024-11-13,3,Mia Wilson,Marketing Coordinator,Marketing,5,2665,3.9,1.0,99.4
2024-11-13,2,Alexander Martin,Receptionist,Administration,0,0,3.2,1.0,94.9
2024-11-13,19,James Miller,Marketing Specialist,Marketing,0,0,3.7,1.0,66.8
2024-11-14,1,John Williams,Sales Representative,Sales,20,7160,3.7,1.0,78.8
2024-11-14,11,Sophia Brown,Marketing Coordinator,Marketing,0,0,4.0,1.0,92.1
2024-11-14,4,Isabella Garcia,Shipping Coordinator,Warehouse,2,458,3.9,1.0,95.8
2024-11-14,12,John Davis,Office Manager,Administration,4,3588,3.2,1.0,90.5
2024-11-14,7,Benjamin Garcia,Support Specialist,Customer Service,3,942,4.7,1.0,92.5
2024-11-14,14,Ethan White,Warehouse Associate,Warehouse,4,3824,3.2,1.0,99.0
2024-11-14,17,Isabella White,Administrative Assistant,Administration,5,930,4.4,1.0,75.1
2024-11-14,20,Emma Robinson,Warehouse Associate,Warehouse,2,1548,3.1,1.0,72.5
2024-11-14,13,Olivia Moore,Customer Service Manager,Customer Service,3,1944,4.5,1.0,82.0
2024-11-14,15,William Thompson,Office Manager,Administration,3,756,4.5,1.0,75.6
2024-11-14,18,Isabella Williams,Sales Associate,Sales,9,5715,4.4,1.0,74.2
2024-11-14,8,Isabella Miller,Warehouse Manager,Warehouse,4,3348,4.0,1.0,82.8
2024-11-15,6,Evelyn Brown,Digital Marketer,Marketing,5,3370,3.4,1.0,79.1
2024-11-15,12,John Davis,Office Manager,Administration,5,3120,3.5,1.0,65.5
2024-11-15,1,John Williams,Sales Representative,Sales,6,720,3.5,1.0,77.9
2024-11-15,9,Charlotte White,Administrative Assistant,Administration,1,804,3.6,1.0,89.1
2024-11-15,15,William Thompson,Office Manager,Administration,4,1568,4.3,1.0,81.6
2024-11-15,13,Olivia Moore,Customer Service Manager,Customer Service,3,615,3.7,1.0,81.3
2024-11-15,2,Alexander Martin,Receptionist,Administration,5,1000,4.2,1.0,77.5
2024-11-15,7,Benjamin Garcia,Support Specialist,Customer Service,4,3712,3.8,1.0,99.3
2024-11-15,5,Benjamin Garcia,Sales Manager,Sales,9,7443,4.5,1.0,91.3
2024-11-15,11,Sophia Brown,Marketing Coordinator,Marketing,1,813,3.5,1.0,90.3
2024-11-16,18,Isabella Williams,Sales Associate,Sales,17,3026,4.9,1.0,67.4
2024-11-16,12,John Davis,Office Manager,Administration,2,482,4.3,1.0,78.3
2024-11-16,17,Isabella White,Administrative Assistant,Administration,0,0,3.7,1.0,83.5
2024-11-16,19,James Miller,Marketing Specialist,Marketing,3,1404,4.3,1.0,76.3
2024-11-16,14,Ethan White,Warehouse Associate,Warehouse,0,0,3.8,1.0,84.9
2024-11-16,13,Olivia Moore,Customer Service Manager,Customer Service,4,1536,4.5,1.0,79.7
2024-11-16,3,Mia Wilson,Marketing Coordinator,Marketing,1,755,3.3,1.0,64.3
2024-11-16,15,William Thompson,Office Manager,Administration,5,1295,4.1,1.0,60.3
2024-11-16,20,Emma Robinson,Warehouse Associate,Warehouse,1,597,3.0,1.0,72.4
2024-11-16,9,Charlotte White,Administrative Assistant,Administration,1,526,4.9,1.0,63.4
2024-11-17,3,Mia Wilson,Marketing Coordinator,Marketing,4,1704,4.8,1.0,73.0
2024-11-17,6,Evelyn Brown,Digital Marketer,Marketing,1,811,4.2,1.0,60.4
2024-11-17,17,Isabella White,Administrative Assistant,Administration,3,801,3.2,1.0,66.1
2024-11-17,5,Benjamin Garcia,Sales Manager,Sales,19,14440,3.5,1.0,79.8
2024-11-17,13,Olivia Moore,Customer Service Manager,Customer Service,0,0,3.9,1.0,97.0
2024-11-17,2,Alexander Martin,Receptionist,Administration,0,0,3.5,1.0,85.9
2024-11-17,11,Sophia Brown,Marketing Coordinator,Marketing,0,0,3.4,1.0,96.6
2024-11-17,7,Benjamin Garcia,Support Specialist,Customer Service,2,1530,4.0,1.0,86.6
2024-11-17,14,Ethan White,Warehouse Associate,Warehouse,1,474,4.8,1.0,67.9
2024-11-17,8,Isabella Miller,Warehouse Manager,Warehouse,1,251,4.6,1.0,97.8
2024-11-17,4,Isabella Garcia,Shipping Coordinator,Warehouse,2,936,3.1,1.0,69.1
2024-11-17,16,Emma Taylor,Customer Service Manager,Customer Service,2,1342,4.4,1.0,83.9
2024-11-17,19,James Miller,Marketing Specialist,Marketing,1,494,4.8,1.0,80.3
2024-11-18,10,Ethan Garcia,Administrative Assistant,Administration,0,0,3.9,1.0,79.0
2024-11-18,19,James Miller,Marketing Specialist,Marketing,3,1632,4.6,1.0,90.4
2024-11-18,16,Emma Taylor,Customer Service Manager,Customer Service,4,2404,3.6,1.0,60.5
2024-11-18,13,Olivia Moore,Customer Service Manager,Customer Service,3,1746,4.3,1.0,79.3
2024-11-18,11,Sophia Brown,Marketing Coordinator,Marketing,1,280,3.4,1.0,64.5
2024-11-18,1,John Williams,Sales Representative,Sales,20,4080,3.0,1.0,65.5
2024-11-18,12,John Davis,Office Manager,Administration,5,945,3.7,1.0,67.0
2024-11-18,20,Emma Robinson,Warehouse Associate,Warehouse,0,0,5.0,1.0,73.9
2024-11-18,5,Benjamin Garcia,Sales Manager,Sales,1,289,3.1,1.0,75.7
2024-11-18,3,Mia Wilson,Marketing Coordinator,Marketing,1,793,4.9,1.0,77.4
2024-11-18,8,Isabella Miller,Warehouse Manager,Warehouse,0,0,4.8,1.0,62.4
2024-11-19,11,Sophia Brown,Marketing Coordinator,Marketing,2,1150,3.9,1.0,61.1
2024-11-19,3,Mia Wilson,Marketing Coordinator,Marketing,1,466,4.6,1.0,92.6
2024-11-19,5,Benjamin Garcia,Sales Manager,Sales,14,2394,3.6,1.0,93.3
2024-11-19,9,Charlotte White,Administrative Assistant,Administration,1,215,3.6,1.0,82.9
2024-11-19,14,Ethan White,Warehouse Associate,Warehouse,0,0,4.4,1.0,76.3
2024-11-19,7,Benjamin Garcia,Support Specialist,Customer Service,2,632,4.7,1.0,75.2
2024-11-19,2,Alexander Martin,Receptionist,Administration,5,3595,4.2,1.0,86.3
2024-11-19,10,Ethan Garcia,Administrative Assistant,Administration,4,1496,4.9,1.0,97.3
2024-11-19,13,Olivia Moore,Customer Service Manager,Customer Service,2,264,3.1,1.0,82.7
2024-11-19,15,William Thompson,Office Manager,Administration,5,3145,4.5,1.0,90.3
2024-11-20,16,Emma Taylor,Customer Service Manager,Customer Service,5,2505,3.7,1.0,74.6
2024-11-20,15,William Thompson,Office Manager,Administration,5,1215,4.7,1.0,82.3
2024-11-20,7,Benjamin Garcia,Support Specialist,Customer Service,2,1470,3.2,1.0,86.1
2024-11-20,12,John Davis,Office Manager,Administration,1,263,3.7,1.0,61.1
2024-11-20,18,Isabella Williams,Sales Associate,Sales,7,2863,3.5,1.0,92.4
2024-11-20,2,Alexander Martin,Receptionist,Administration,1,556,3.0,1.0,68.0
2024-11-20,10,Ethan Garcia,Administrative Assistant,Administration,5,3740,3.8,1.0,68.6
2024-11-20,20,Emma Robinson,Warehouse Associate,Warehouse,5,4960,4.2,1.0,67.6
2024-11-20,6,Evelyn Brown,Digital Marketer,Marketing,2,1758,3.9,1.0,66.3
2024-11-20,3,Mia Wilson,Marketing Coordinator,Marketing,1,256,3.1,1.0,62.5
2024-11-20,5,Benjamin Garcia,Sales Manager,Sales,16,6416,3.1,1.0,98.2
2024-11-20,9,Charlotte White,Administrative Assistant,Administration,3,2484,4.1,1.0,73.6
2024-11-20,17,Isabella White,Administrative Assistant,Administration,1,604,4.0,1.0,96.8
2024-11-20,8,Isabella Miller,Warehouse Manager,Warehouse,2,272,3.3,1.0,90.4
2024-11-21,13,Olivia Moore,Customer Service Manager,Customer Service,1,698,3.6,1.0,90.7
2024-11-21,8,Isabella Miller,Warehouse Manager,Warehouse,0,0,4.1,1.0,76.5
2024-11-21,7,Benjamin Garcia,Support Specialist,Customer Service,1,423,4.7,1.0,63.6
2024-11-21,6,Evelyn Brown,Digital Marketer,Marketing,0,0,4.4,1.0,77.1
2024-11-21,16,Emma Taylor,Customer Service Manager,Customer Service,4,2100,3.6,1.0,86.0
2024-11-21,12,John Davis,Office Manager,Administration,0,0,3.6,1.0,73.9
2024-11-21,17,Isabella White,Administrative Assistant,Administration,0,0,4.0,1.0,89.6
2024-11-21,1,John Williams,Sales Representative,Sales,18,15282,3.8,1.0,97.4
2024-11-21,19,James Miller,Marketing Specialist,Marketing,1,490,4.6,1.0,61.9
2024-11-21,18,Isabella Williams,Sales Associate,Sales,0,0,3.1,1.0,80.0
2024-11-21,3,Mia Wilson,Marketing Coordinator,Marketing,5,2905,3.0,1.0,70.5
2024-11-21,5,Benjamin Garcia,Sales Manager,Sales,6,5814,4.4,1.0,66.8
2024-11-21,20,Emma Robinson,Warehouse Associate,Warehouse,3,465,4.2,1.0,63.2
2024-11-21,15,William Thompson,Office Manager,Administration,2,1008,3.4,1.0,89.5
2024-11-21,10,Ethan Garcia,Administrative Assistant,Administration,1,767,3.3,1.0,98.9
2024-11-21,11,Sophia Brown,Marketing Coordinator,Marketing,5,3215,4.5,1.0,74.5
2024-11-21,4,Isabella Garcia,Shipping Coordinator,Warehouse,4,492,4.4,1.0,80.0
2024-11-22,14,Ethan White,Warehouse Associate,Warehouse,3,2217,4.9,1.0,83.8
2024-11-22,8,Isabella Miller,Warehouse Manager,Warehouse,1,548,4.0,1.0,91.5
2024-11-22,7,Benjamin Garcia,Support Specialist,Customer Service,0,0,4.7,1.0,92.3
2024-11-22,9,Charlotte White,Administrative Assistant,Administration,2,848,3.9,1.0,86.3
2024-11-22,20,Emma Robinson,Warehouse Associate,Warehouse,0,0,4.9,1.0,67.8
2024-11-22,2,Alexander Martin,Receptionist,Administration,2,1230,3.4,1.0,94.0
2024-11-22,4,Isabella Garcia,Shipping Coordinator,Warehouse,2,756,4.1,1.0,79.5
2024-11-22,5,Benjamin Garcia,Sales Manager,Sales,11,8943,5.0,1.0,68.0
2024-11-22,6,Evelyn Brown,Digital Marketer,Marketing,2,530,4.3,1.0,84.0
2024-11-22,15,William Thompson,Office Manager,Administration,4,2860,4.3,1.0,83.2
2024-11-22,10,Ethan Garcia,Administrative Assistant,Administration,4,1656,3.5,1.0,70.8
2024-11-22,17,Isabella White,Administrative Assistant,Administration,1,702,4.2,1.0,75.7
2024-11-22,19,James Miller,Marketing Specialist,Marketing,5,1395,3.1,1.0,76.9
2024-11-22,13,Olivia Moore,Customer Service Manager,Customer Service,3,2175,4.1,1.0,92.9
2024-11-22,12,John Davis,Office Manager,Administration,1,473,3.1,1.0,86.9
2024-11-22,18,Isabella Williams,Sales Associate,Sales,1,448,4.8,1.0,78.7
2024-11-23,7,Benjamin Garcia,Support Specialist,Customer Service,3,2316,4.8,1.0,95.5
2024-11-23,17,Isabella White,Administrative Assistant,Administration,2,1228,4.9,1.0,75.1
2024-11-23,10,Ethan Garcia,Administrative Assistant,Administration,3,480,3.3,1.0,70.7
2024-11-23,3,Mia Wilson,Marketing Coordinator,Marketing,1,199,4.1,1.0,81.2
2024-11-23,2,Alexander Martin,Receptionist,Administration,1,433,4.0,1.0,87.6
2024-11-23,15,William Thompson,Office Manager,Administration,1,140,3.2,1.0,60.5
2024-11-23,16,Emma Taylor,Customer Service Manager,Customer Service,2,1976,4.1,1.0,72.2
2024-11-23,20,Emma Robinson,Warehouse Associate,Warehouse,0,0,3.3,1.0,71.2
2024-11-23,14,Ethan White,Warehouse Associate,Warehouse,0,0,3.3,1.0,88.8
2024-11-23,11,Sophia Brown,Marketing Coordinator,Marketing,4,724,4.1,1.0,87.2
2024-11-23,4,Isabella Garcia,Shipping Coordinator,Warehouse,1,308,3.3,1.0,94.0
2024-11-23,1,John Williams,Sales Representative,Sales,4,3220,4.2,1.0,92.4
2024-11-23,5,Benjamin Garcia,Sales Manager,Sales,10,6410,4.0,1.0,61.6
2024-11-23,9,Charlotte White,Administrative Assistant,Administration,4,2992,4.1,1.0,81.8
2024-11-23,8,Isabella Miller,Warehouse Manager,Warehouse,1,580,3.1,1.0,87.0
2024-11-23,6,Evelyn Brown,Digital Marketer,Marketing,5,4385,4.3,1.0,69.8
2024-11-23,18,Isabella Williams,Sales Associate,Sales,20,16740,3.7,1.0,80.2
2024-11-23,12,John Davis,Office Manager,Administration,2,1480,3.9,1.0,94.4
2024-11-24,17,Isabella White,Administrative Assistant,Administration,5,2460,3.7,1.0,71.1
2024-11-24,19,James Miller,Marketing Specialist,Marketing,3,2136,3.6,1.0,82.9
2024-11-24,14,Ethan White,Warehouse Associate,Warehouse,1,500,4.7,1.0,61.6
2024-11-24,13,Olivia Moore,Customer Service Manager,Customer Service,2,272,4.3,1.0,90.9
2024-11-24,16,Emma Taylor,Customer Service Manager,Customer Service,0,0,3.4,1.0,99.4
2024-11-24,18,Isabella Williams,Sales Associate,Sales,13,2444,3.1,1.0,91.7
2024-11-24,8,Isabella Miller,Warehouse Manager,Warehouse,1,846,3.6,1.0,89.0
2024-11-24,4,Isabella Garcia,Shipping Coordinator,Warehouse,3,768,3.3,1.0,80.7
2024-11-24,6,Evelyn Brown,Digital Marketer,Marketing,0,0,3.1,1.0,99.0
2024-11-24,3,Mia Wilson,Marketing Coordinator,Marketing,1,328,3.1,1.0,69.0
2024-11-24,5,Benjamin Garcia,Sales Manager,Sales,8,4112,3.7,1.0,77.4
2024-11-24,2,Alexander Martin,Receptionist,Administration,5,4390,4.3,1.0,85.1
2024-11-24,1,John Williams,Sales Representative,Sales,0,0,4.4,1.0,97.6
2024-11-24,15,William Thompson,Office Manager,Administration,5,3295,3.7,1.0,86.4
2024-11-24,12,John Davis,Office Manager,Administration,5,1770,4.4,1.0,76.8
2024-11-24,9,Charlotte White,Administrative Assistant,Administration,2,588,4.1,1.0,77.7
2024-11-24,20,Emma Robinson,Warehouse Associate,Warehouse,1,367,4.2,1.0,89.8
2024-11-24,11,Sophia Brown,Marketing Coordinator,Marketing,5,4550,3.6,1.0,77.8
2024-11-24,10,Ethan Garcia,Administrative Assistant,Administration,1,487,3.1,1.0,89.9
2024-11-24,7,Benjamin Garcia,Support Specialist,Customer Service,3,606,4.1,1.0,66.9
2024-11-25,14,Ethan White,Warehouse Associate,Warehouse,4,820,3.5,1.0,76.8
2024-11-25,5,Benjamin Garcia,Sales Manager,Sales,7,2338,4.5,1.0,67.0
2024-11-25,17,Isabella White,Administrative Assistant,Administration,1,270,3.7,1.0,93.9
2024-11-25,13,Olivia Moore,Customer Service Manager,Customer Service,0,0,3.2,1.0,93.8
2024-11-25,4,Isabella Garcia,Shipping Coordinator,Warehouse,3,1002,3.7,1.0,94.7
2024-11-25,12,John Davis,Office Manager,Administration,0,0,3.1,1.0,84.4
2024-11-25,6,Evelyn Brown,Digital Marketer,Marketing,0,0,4.7,1.0,73.7
2024-11-25,1,John Williams,Sales Representative,Sales,9,5832,4.8,1.0,88.4
2024-11-25,19,James Miller,Marketing Specialist,Marketing,1,195,3.2,1.0,70.3
2024-11-25,8,Isabella Miller,Warehouse Manager,Warehouse,3,1344,3.0,1.0,100.0
2024-11-25,18,Isabella Williams,Sales Associate,Sales,5,2525,4.5,1.0,60.5
2024-11-25,7,Benjamin Garcia,Support Specialist,Customer Service,3,2877,3.8,1.0,75.5
2024-11-25,16,Emma Taylor,Customer Service Manager,Customer Service,3,1317,3.4,1.0,85.7
2024-11-25,11,Sophia Brown,Marketing Coordinator,Marketing,5,3830,4.9,1.0,81.6
2024-11-25,9,Charlotte White,Administrative Assistant,Administration,0,0,3.4,1.0,93.6
2024-11-25,20,Emma Robinson,Warehouse Associate,Warehouse,3,807,4.2,1.0,75.3
2024-11-25,10,Ethan Garcia,Administrative Assistant,Administration,0,0,4.6,1.0,78.2
2024-11-25,2,Alexander Martin,Receptionist,Administration,5,3960,3.5,1.0,68.8
2024-11-26,13,Olivia Moore,Customer Service Manager,Customer Service,3,2220,3.7,1.0,94.8
2024-11-26,14,Ethan White,Warehouse Associate,Warehouse,2,1546,4.9,1.0,78.2
2024-11-26,20,Emma Robinson,Warehouse Associate,Warehouse,2,614,4.3,1.0,61.7
2024-11-26,9,Charlotte White,Administrative Assistant,Administration,3,2292,3.1,1.0,65.4
2024-11-26,16,Emma Taylor,Customer Service Manager,Customer Service,0,0,3.9,1.0,93.7
2024-11-26,10,Ethan Garcia,Administrative Assistant,Administration,1,296,4.9,1.0,77.9
2024-11-26,8,Isabella Miller,Warehouse Manager,Warehouse,2,692,3.4,1.0,93.9
2024-11-26,19,James Miller,Marketing Specialist,Marketing,4,1936,3.6,1.0,98.8
2024-11-26,12,John Davis,Office Manager,Administration,5,3615,5.0,1.0,64.4
2024-11-26,15,William Thompson,Office Manager,Administration,2,458,4.8,1.0,72.2
2024-11-26,2,Alexander Martin,Receptionist,Administration,0,0,4.1,1.0,90.2
2024-11-26,3,Mia Wilson,Marketing Coordinator,Marketing,5,4340,3.1,1.0,94.1
2024-11-26,7,Benjamin Garcia,Support Specialist,Customer Service,5,1865,3.1,1.0,84.1
2024-11-26,4,Isabella Garcia,Shipping Coordinator,Warehouse,4,2372,4.9,1.0,89.5
2024-11-26,11,Sophia Brown,Marketing Coordinator,Marketing,1,622,3.1,1.0,65.0
2024-11-26,18,Isabella Williams,Sales Associate,Sales,13,9854,4.8,1.0,74.6
2024-11-26,6,Evelyn Brown,Digital Marketer,Marketing,5,4850,3.6,1.0,89.9
2024-11-26,1,John Williams,Sales Representative,Sales,17,13464,3.5,1.0,83.1
2024-11-27,6,Evelyn Brown,Digital Marketer,Marketing,0,0,4.1,1.0,99.8
2024-11-27,18,Isabella Williams,Sales Associate,Sales,16,15104,3.7,1.0,64.1
2024-11-27,4,Isabella Garcia,Shipping Coordinator,Warehouse,3,2442,3.5,1.0,88.4
2024-11-27,10,Ethan Garcia,Administrative Assistant,Administration,0,0,3.9,1.0,79.2
2024-11-27,19,James Miller,Marketing Specialist,Marketing,0,0,3.0,1.0,70.8
2024-11-27,9,Charlotte White,Administrative Assistant,Administration,0,0,4.9,1.0,90.6
2024-11-27,7,Benjamin Garcia,Support Specialist,Customer Service,1,920,4.3,1.0,65.5
2024-11-27,13,Olivia Moore,Customer Service Manager,Customer Service,4,2572,4.7,1.0,70.0
2024-11-27,3,Mia Wilson,Marketing Coordinator,Marketing,1,264,4.2,1.0,89.8
2024-11-27,1,John Williams,Sales Representative,Sales,20,10400,3.1,1.0,83.2
2024-11-27,2,Alexander Martin,Receptionist,Administration,5,1695,4.5,1.0,95.3
2024-11-27,11,Sophia Brown,Marketing Coordinator,Marketing,5,4400,3.7,1.0,82.4
2024-11-27,14,Ethan White,Warehouse Associate,Warehouse,3,1578,4.7,1.0,99.5
2024-11-28,10,Ethan Garcia,Administrative Assistant,Administration,2,1104,3.0,1.0,89.7
2024-11-28,5,Benjamin Garcia,Sales Manager,Sales,16,11504,3.0,1.0,86.6
2024-11-28,3,Mia Wilson,Marketing Coordinator,Marketing,1,378,4.2,1.0,63.5
2024-11-28,1,John Williams,Sales Representative,Sales,6,3402,5.0,1.0,94.7
2024-11-28,2,Alexander Martin,Receptionist,Administration,5,1160,4.1,1.0,75.1
2024-11-28,20,Emma Robinson,Warehouse Associate,Warehouse,2,788,3.9,1.0,92.6
2024-11-28,14,Ethan White,Warehouse Associate,Warehouse,1,540,4.4,1.0,96.6
